Product Name,Category Name,Variant Name,Price,SKU,Barcode,Department,Stock Name,Stock Variant Name,Starting Quantity,Starting Value,Alert Level
MAXXE 4883,DRESSESS,DARK BLUE4,190000,,,Main Department,MAXXE 4883,DARK BLUE4,1,95000,1
PALLO 4235,DRESSESS,DARK BLUE54,120000,,,Main Department,PALLO 4235,DARK BLUE54,1,60000,1
MADAM 1911,DRESSESS,DARK BLUE48,190000,,,Main Department,MADAM 1911,DARK BLUE48,1,95000,1
MADAM 1911,DRESSESS,DARK BLUE42,190000,,,Main Department,MADAM 1911,DARK BLUE42,1,95000,1
VIOL 0024,DRESSESS,DARK BLUE46,200000,,,Main Department,VIOL 0024,DARK BLUE46,1,100000,1
VENVIENNA 8180,DRESSESS,DARK BLUE3,150000,,,Main Department,VENVIENNA 8180,DARK BLUE3,1,75000,1
SAMFIORE 2432,DRESSESS,DARK BLUE38,180000,,,Main Department,SAMFIORE 2432,DARK BLUE38,1,90000,1
SAMFIORE 2432,DRESSESS,DARK BLUE42,180000,,,Main Department,SAMFIORE 2432,DARK BLUE42,1,90000,1
GULFERM MODA 4042,DRESSESS,DARK BLUE38,200000,,,Main Department,GULFERM MODA 4042,DARK BLUE38,1,100000,1
FERVENTE 70226,DRESSESS,DARK BLUE46,80000,,,Main Department,FERVENTE 70226,DARK BLUE46,1,40000,1
ADOSSE 0200,TROUSER,DARK BLUE36,50000,,,Main Department,ADOSSE 0200,DARK BLUE36,1,25000,1
ADOSSE 0200,TROUSER,DARK BLUE50,50000,,,Main Department,ADOSSE 0200,DARK BLUE50,1,25000,1
MOYMIR 112,COAT,DARK BLUE40,120000,,,Main Department,MOYMIR 112,DARK BLUE40,1,60000,1
NAZELLA 5980,DRESSES,DARK BLUE38,450000,,,Main Department,NAZELLA 5980,DARK BLUE38,1,225000,1
LOVE COMFORT 2414,DRESS,DARK BLUE46,200000,,,Main Department,LOVE COMFORT 2414,DARK BLUE46,1,100000,1
RESEDA 1038,SKIRTS,DARK BLUE50,50000,,,Main Department,RESEDA 1038,DARK BLUE50,1,25000,1
RESEDA 1038,SKIRTS,DARK BLUE54,50000,,,Main Department,RESEDA 1038,DARK BLUE54,1,25000,1
MISS GLORIA 4826,DRESSESS,PURPLE50,450000,,,Main Department,MISS GLORIA 4826,PURPLE50,1,225000,1
MISS GLORIA 4826,DRESSESS,PURPLE48,450000,,,Main Department,MISS GLORIA 4826,PURPLE48,1,225000,1
MISS GLORIA 4826,DRESSESS,PURPLE46,450000,,,Main Department,MISS GLORIA 4826,PURPLE46,1,225000,1
MISS GLORIA 4826,DRESSESS,PURPLE52,450000,,,Main Department,MISS GLORIA 4826,PURPLE52,1,225000,1
MISS GLORIA 4858,DRESSESS,PURPLE50,520000,,,Main Department,MISS GLORIA 4858,PURPLE50,1,260000,1
MISS GLORIA 4858,DRESSESS,PURPLE50,520000,,,Main Department,MISS GLORIA 4858,PURPLE50,1,260000,1
DELAL 8031,DRESSESS,PURPLE50,440000,,,Main Department,DELAL 8031,PURPLE50,1,220000,1
DELAL 8031,DRESSESS,PURPLE48,440000,,,Main Department,DELAL 8031,PURPLE48,1,220000,1
LEGENDA 24234,DRESSESS,PURPLE50,415000,,,Main Department,LEGENDA 24234,PURPLE50,1,207500,1
LEGENDA 24234,DRESSESS,PURPLE46,415000,,,Main Department,LEGENDA 24234,PURPLE46,1,207500,1
LEGENDA 24234,DRESSESS,PURPLE48,415000,,,Main Department,LEGENDA 24234,PURPLE48,1,207500,1
LEGENDA 23205,DRESSESS,PURPLE56,330000,,,Main Department,LEGENDA 23205,PURPLE56,1,165000,1
LEGENDA 23205,DRESSESS,PURPLE52,330000,,,Main Department,LEGENDA 23205,PURPLE52,1,165000,1
LEGENDA 23205,DRESSESS,PURPLE58,330000,,,Main Department,LEGENDA 23205,PURPLE58,1,165000,1
LEONNESSA 5220,DRESSESS,PURPLE46,495000,,,Main Department,LEONNESSA 5220,PURPLE46,1,247500,1
LEONNESSA 5220,DRESSESS,PURPLE44,495000,,,Main Department,LEONNESSA 5220,PURPLE44,1,247500,1
LEONNESSA 5220,DRESSESS,PURPLE48,495000,,,Main Department,LEONNESSA 5220,PURPLE48,1,247500,1
SERIN 9122,DRESSESS,PURPLE38,395000,,,Main Department,SERIN 9122,PURPLE38,1,197500,1
LEGENDA 23078,DRESSESS,PURPLE50,380000,,,Main Department,LEGENDA 23078,PURPLE50,1,190000,1
LEGENDA 23078,DRESSESS,PURPLE48,380000,,,Main Department,LEGENDA 23078,PURPLE48,1,190000,1
ALBEA 7022,DRESSESS,PURPLE46,450000,,,Main Department,ALBEA 7022,PURPLE46,1,225000,1
NIGHT STYLE 3710,DRESSESS,PURPLE42,350000,,,Main Department,NIGHT STYLE 3710,PURPLE42,1,175000,1
NIGHT STYLE 3710,DRESSESS,PURPLE40,350000,,,Main Department,NIGHT STYLE 3710,PURPLE40,1,175000,1
NIGHT STYLE 3710,DRESSESS,PURPLE38,350000,,,Main Department,NIGHT STYLE 3710,PURPLE38,1,175000,1
FOR COSTUME 8817,DRESSESS,PURPLE40,580000,,,Main Department,FOR COSTUME 8817,PURPLE40,1,290000,1
EVRO 6006,DRESSESS,PURPLE46,450000,,,Main Department,EVRO 6006,PURPLE46,1,225000,1
NIVOLA 3002,DRESSESS,PURPLE52,330000,,,Main Department,NIVOLA 3002,PURPLE52,1,165000,1
NIVOLA 3002,DRESSESS,PURPLE50,330000,,,Main Department,NIVOLA 3002,PURPLE50,1,165000,1
DEKOLTE 890,DRESSESS,PURPLE38,395000,,,Main Department,DEKOLTE 890,PURPLE38,1,197500,1
POP LINE VIP 3274,DRESSESS,PURPLE48,530000,,,Main Department,POP LINE VIP 3274,PURPLE48,1,265000,1
POP LINE VIP 3274,DRESSESS,PURPLE46,530000,,,Main Department,POP LINE VIP 3274,PURPLE46,1,265000,1
POP LINE VIP 3274,DRESSESS,PURPLE40,530000,,,Main Department,POP LINE VIP 3274,PURPLE40,1,265000,1
H VIT VERA 415,DRESSESS,PURPLE58,330000,,,Main Department,H VIT VERA 415,PURPLE58,1,165000,1
H VIT VERA 415,DRESSESS,PURPLE56,330000,,,Main Department,H VIT VERA 415,PURPLE56,1,165000,1
FOR COSTUME 8739 40,DRESSESS,PURPLE40,250000,,,Main Department,FOR COSTUME 8739 40,PURPLE40,1,125000,1
ROXELAN Maron 3114 ,DRESSESS,PURPLE42,200000,,,Main Department,ROXELAN Maron 3114 ,PURPLE42,1,100000,1
ROXELAN Maron 3114 ,DRESSESS,PURPLE40,200000,,,Main Department,ROXELAN Maron 3114 ,PURPLE40,1,100000,1
ROXELAN Maron 3114 ,DRESSESS,PURPLE38,200000,,,Main Department,ROXELAN Maron 3114 ,PURPLE38,1,100000,1
PANDORA P45,DRESSESS,PURPLE42,320000,,,Main Department,PANDORA P45,PURPLE42,1,160000,1
PANDORA P46,DRESSESS,PURPLE38,320000,,,Main Department,PANDORA P46,PURPLE38,1,160000,1
DELAL Purple 9721,DRESSESS,PURPLE34,485000,,,Main Department,DELAL Purple 9721,PURPLE34,1,242500,1
DELAL Purple 9721,DRESSESS,PURPLE36,485000,,,Main Department,DELAL Purple 9721,PURPLE36,1,242500,1
DELAL Purple 9721,DRESSESS,PURPLE58,485000,,,Main Department,DELAL Purple 9721,PURPLE58,1,242500,1
DELAL Purple 9721,DRESSESS,PURPLE60,485000,,,Main Department,DELAL Purple 9721,PURPLE60,1,242500,1
HAVINGA 3035,DRESSESS,PURPLE40,435000,,,Main Department,HAVINGA 3035,PURPLE40,1,217500,1
FUMEE 0741,DRESSESS,PURPLE40,430000,,,Main Department,FUMEE 0741,PURPLE40,1,215000,1
ELYSION PU 5029,DRESSESS,PURPLE46,450000,,,Main Department,ELYSION PU 5029,PURPLE46,1,225000,1
ELYSION Pu 5029,DRESSESS,PURPLE44,450000,,,Main Department,ELYSION Pu 5029,PURPLE44,1,225000,1
CORDELIA 4891,DRESSESS,PURPLE42,280000,,,Main Department,CORDELIA 4891,PURPLE42,1,140000,1
FOR COSTUME 9791 38,DRESSESS,PURPLE38,450000,,,Main Department,FOR COSTUME 9791 38,PURPLE38,1,225000,1
FOR COSTUME 9791,DRESSESS,PURPLE42,450000,,,Main Department,FOR COSTUME 9791,PURPLE42,1,225000,1
FOR COSTUME 9791,DRESSESS,PURPLE40,450000,,,Main Department,FOR COSTUME 9791,PURPLE40,1,225000,1
BULLAVA 5052,DRESSESS,PURPLE42,295000,,,Main Department,BULLAVA 5052,PURPLE42,1,147500,1
MAXXE 5838,DRESSESS,PURPLE48,360000,,,Main Department,MAXXE 5838,PURPLE48,1,180000,1
POPLINE 3272,DRESSESS,PURPLE46,470000,,,Main Department,POPLINE 3272,PURPLE46,1,235000,1
BUQLE 2422,DRESSESS,PURPLE38,400000,,,Main Department,BUQLE 2422,PURPLE38,1,200000,1
BELLAMARE 568,DRESSESS,PURPLE40,300000,,,Main Department,BELLAMARE 568,PURPLE40,1,150000,1
ABIYE 6553,DRESSESS,PURPLE46,450000,,,Main Department,ABIYE 6553,PURPLE46,1,225000,1
FAVANA 2969,DRESSESS,PURPLE50,520000,,,Main Department,FAVANA 2969,PURPLE50,1,260000,1
FAVANA 2969,DRESSESS,PURPLE52,520000,,,Main Department,FAVANA 2969,PURPLE52,1,260000,1
FAVANA 2969,DRESSESS,PURPLE54,520000,,,Main Department,FAVANA 2969,PURPLE54,1,260000,1
LEGENDA 24405,LONG DRESS,PURPLE46,720000,,,Main Department,LEGENDA 24405,PURPLE46,1,360000,1
LEGENDA 24405,LONG DRESS,PURPLE48,720000,,,Main Department,LEGENDA 24405,PURPLE48,1,360000,1
LEGENDA 24405,LONG DRESS,PURPLE50,450000,,,Main Department,LEGENDA 24405,PURPLE50,1,225000,1
LEGENDA 24405,LONG DRESS,PURPLE48,720000,,,Main Department,LEGENDA 24405,PURPLE48,1,360000,1
PASION LINE 20071B,2 PIECES,PURPLE42,195000,,,Main Department,PASION LINE 20071B,PURPLE42,1,97500,1
PASION LINE 20071B,2 PIECES,PURPLE46,195000,,,Main Department,PASION LINE 20071B,PURPLE46,1,97500,1
POP LINE 7744,DRESSESS,PURPLE38,100000,,,Main Department,POP LINE 7744,PURPLE38,1,50000,1
ROXELAN 8914,SHORT DRESS,PURPLE42,200000,,,Main Department,ROXELAN 8914,PURPLE42,1,100000,1
ROXELAN 8914,SHORT DRESS,PURPLE36,200000,,,Main Department,ROXELAN 8914,PURPLE36,1,100000,1
ROXELAN 8914,SHORT DRESS,PURPLE38,200000,,,Main Department,ROXELAN 8914,PURPLE38,1,100000,1
ROXELAN 8914,SHORT DRESS,PURPLE40,200000,,,Main Department,ROXELAN 8914,PURPLE40,1,100000,1
ROXELAN 7418,SHORT DRESS,PURPLE38,195000,,,Main Department,ROXELAN 7418,PURPLE38,1,97500,1
ROXELAN 7418,SHORT DRESS,PURPLE48,195000,,,Main Department,ROXELAN 7418,PURPLE48,1,97500,1
ROXELAN8642,SHORT DRESS,PINK42,235000,,,Main Department,ROXELAN8642,PINK42,1,117500,1
ROXELAN8642,SHORT DRESS,PINK38,235000,,,Main Department,ROXELAN8642,PINK38,1,117500,1
ROXELAN8642,SHORT DRESS,PINK50,235000,,,Main Department,ROXELAN8642,PINK50,1,117500,1
MAC 1978,SHORT DRESS,PURPLE36,185000,,,Main Department,MAC 1978,PURPLE36,1,92500,1
MAC 1978,SHORT DRESS,PURPLE38,185000,,,Main Department,MAC 1978,PURPLE38,1,92500,1
MAC 1978,SHORT DRESS,PURPLE40,185000,,,Main Department,MAC 1978,PURPLE40,1,92500,1
MYRANG 3456,SKIRTS,PURPLE40,100000,,,Main Department,MYRANG 3456,PURPLE40,1,50000,1
LILA ROSE 3220,SHORT DRESS,PURPLE38,80000,,,Main Department,LILA ROSE 3220,PURPLE38,1,40000,1
LILA ROSE 3220,SHORT DRESS,PURPLE42,80000,,,Main Department,LILA ROSE 3220,PURPLE42,1,40000,1
LILA ROSE 3220,SHORT DRESS,PURPLE40,80000,,,Main Department,LILA ROSE 3220,PURPLE40,1,40000,1
LILA ROSE 3220,SHORT DRESS,PURPLE36,80000,,,Main Department,LILA ROSE 3220,PURPLE36,1,40000,1
OFF WHITE0834,DRESSESS,PURPLE38,155000,,,Main Department,OFF WHITE0834,PURPLE38,1,77500,1
OFF WHITE0834,DRESSESS,PURPLE40,155000,,,Main Department,OFF WHITE0834,PURPLE40,1,77500,1
OFF WHITE0834,DRESSESS,PURPLE42,155000,,,Main Department,OFF WHITE0834,PURPLE42,1,77500,1
2 PIECES 192,2 PIECES,PURPLEXL,80000,,,Main Department,2 PIECES 192,PURPLEXL,1,40000,1
2 PIECES 192,2 PIECES,PURPLEXL,80000,,,Main Department,2 PIECES 192,PURPLEXL,1,40000,1
2 PIECES 192,2 PIECES,PURPLEL,80000,,,Main Department,2 PIECES 192,PURPLEL,1,40000,1
DFARK 6007,DRESSESS,PURPLE40,100000,,,Main Department,DFARK 6007,PURPLE40,1,50000,1
KADELI 53805 46,SUITS,DARK BLUE46,330000,,,Main Department,KADELI 53805 46,DARK BLUE46,1,165000,1
KADELI 53805 44,SUITS,DARK BLUE44,330000,,,Main Department,KADELI 53805 44,DARK BLUE44,1,165000,1
KADELI 53805 48,SUITS,DARK BLUE48,330000,,,Main Department,KADELI 53805 48,DARK BLUE48,1,165000,1
CHISPA 8520,SHORT DRESS,PURPLE38,100000,,,Main Department,CHISPA 8520,PURPLE38,1,50000,1
NORM 2310 PU48,SHORT DRESS,PURPLE48,100000,,,Main Department,NORM 2310 PU48,PURPLE48,1,50000,1
SKIRT 2299,SKIRTS,PURPLE42,50000,,,Main Department,SKIRT 2299,PURPLE42,1,25000,1
MIARTE 13824,DRESSESS,PURPLE4,100000,,,Main Department,MIARTE 13824,PURPLE4,1,50000,1
MIARTE 13824,DRESSESS,PURPLE3,100000,,,Main Department,MIARTE 13824,PURPLE3,1,50000,1
MIARTE 13824,DRESSESS,PURPLE2,100000,,,Main Department,MIARTE 13824,PURPLE2,1,50000,1
MIARTE 13824,DRESSESS,PURPLE1,100000,,,Main Department,MIARTE 13824,PURPLE1,1,50000,1
MADAM 1873,DRESSESS,PURPLE44,150000,,,Main Department,MADAM 1873,PURPLE44,1,75000,1
MADAM 1873,DRESSESS,PURPLE42,150000,,,Main Department,MADAM 1873,PURPLE42,1,75000,1
FAVANZA 2052,DRESSESS,PURPLE50,150000,,,Main Department,FAVANZA 2052,PURPLE50,1,75000,1
FAVANZA 2052,DRESSESS,PURPLE48,150000,,,Main Department,FAVANZA 2052,PURPLE48,1,75000,1
FAVANZA 2052,DRESSESS,PURPLE46,150000,,,Main Department,FAVANZA 2052,PURPLE46,1,75000,1
POP LINE 100641,DRESSESS,PURPLE4,200000,,,Main Department,POP LINE 100641,PURPLE4,1,100000,1
VIOL 1656,DRESSESS,PURPLE2,200000,,,Main Department,VIOL 1656,PURPLE2,1,100000,1
VIOL 1716,DRESSESS,PURPLE5,200000,,,Main Department,VIOL 1716,PURPLE5,1,100000,1
ALCIN 9910,DRESSESS,PURPLE10,150000,,,Main Department,ALCIN 9910,PURPLE10,1,75000,1
ALCIN 9910,DRESSESS,PURPLE1,150000,,,Main Department,ALCIN 9910,PURPLE1,1,75000,1
GUNBEYI 8780,DRESSESS,PURPLE38,100000,,,Main Department,GUNBEYI 8780,PURPLE38,1,50000,1
IDEAL 8685,DRESSESS,PURPLE20,700000,,,Main Department,IDEAL 8685,PURPLE20,1,350000,1
IDEAL 8685 ,DRESSESS,PURPLE16,700000,,,Main Department,IDEAL 8685 ,PURPLE16,1,350000,1
NAZO NC 8321,DRESSESS,PURPLE22,800000,,,Main Department,NAZO NC 8321,PURPLE22,1,400000,1
NAZO NC 8321,DRESSESS,PURPLE18,800000,,,Main Department,NAZO NC 8321,PURPLE18,1,400000,1
FUMEE 0765,LONG DRESS,GREEN48,680000,,,Main Department,FUMEE 0765,GREEN48,1,340000,1
SENAY M165,DRESSESS,PURPLE44,900000,,,Main Department,SENAY M165,PURPLE44,1,450000,1
SENAY M165,DRESSESS,PURPLE46,900000,,,Main Department,SENAY M165,PURPLE46,1,450000,1
SENAY M165,DRESSESS,PURPLE48,900000,,,Main Department,SENAY M165,PURPLE48,1,450000,1
ELYSION 739205,DRESSESS,PURPLE46,650000,,,Main Department,ELYSION 739205,PURPLE46,1,325000,1
MAGRO 8005,SHORT DRESS,PURPLE48,250000,,,Main Department,MAGRO 8005,PURPLE48,1,125000,1
SHEFLY 20183,SHORT DRESS,PURPLE40,250000,,,Main Department,SHEFLY 20183,PURPLE40,1,125000,1
SHEFLY 20183,SHORT DRESS,PURPLE40,250000,,,Main Department,SHEFLY 20183,PURPLE40,1,125000,1
SHEFLY 20183,SHORT DRESS,PURPLE48,250000,,,Main Department,SHEFLY 20183,PURPLE48,1,125000,1
NOMENS 2380,SHORT DRESS,PURPLE40,220000,,,Main Department,NOMENS 2380,PURPLE40,1,110000,1
NOMENS 2380,SHORT DRESS,PURPLE38,220000,,,Main Department,NOMENS 2380,PURPLE38,1,110000,1
VALS 2297,SHORT DRESS,PURPLE46,265000,,,Main Department,VALS 2297,PURPLE46,1,132500,1
VALS 2297,SHORT DRESS,PURPLE50,265000,,,Main Department,VALS 2297,PURPLE50,1,132500,1
VALS 2297,SHORT DRESS,PURPLE48,265000,,,Main Department,VALS 2297,PURPLE48,1,132500,1
VALS 2297,SHORT DRESS,PURPLE44,265000,,,Main Department,VALS 2297,PURPLE44,1,132500,1
DELILA 04631,SHORT DRESS,PURPLE50,260000,,,Main Department,DELILA 04631,PURPLE50,1,130000,1
BONITO ESTILO 1610,SHORT DRESS,PURPLE44,210000,,,Main Department,BONITO ESTILO 1610,PURPLE44,1,105000,1
LIVE FOREVER 25868,SHORT DRESS,PURPLE50,215000,,,Main Department,LIVE FOREVER 25868,PURPLE50,1,107500,1
NOMENS 2387,SHORT DRESS,PURPLE38,220000,,,Main Department,NOMENS 2387,PURPLE38,1,110000,1
NOMENS 2387,SHORT DRESS,PURPLE36,220000,,,Main Department,NOMENS 2387,PURPLE36,1,110000,1
MAGRO 8360,SHORT DRESS,PURPLE42,250000,,,Main Department,MAGRO 8360,PURPLE42,1,125000,1
CEBER 03356,SHORT DRESS,PURPLE46,285000,,,Main Department,CEBER 03356,PURPLE46,1,142500,1
CEBER 03356,SHORT DRESS,PURPLE44,285000,,,Main Department,CEBER 03356,PURPLE44,1,142500,1
8086,CLUTCH,PURPLE,55000,,,Main Department,8086,PURPLE,1,27500,1
1840,CLUTCH,PURPLE,85000,,,Main Department,1840,PURPLE,1,42500,1
198,CLUTCH,BLUE ,30000,,,Main Department,198,BLUE ,1,15000,1
1105,CLUTCH,BLUE ,55000,,,Main Department,1105,BLUE ,1,27500,1
999,CLUTCH,PURPLE,48000,,,Main Department,999,PURPLE,1,24000,1
ELISHA 3267,DRESSESS,PURPLE44,680000,,,Main Department,ELISHA 3267,PURPLE44,1,340000,1
FAVANA 2884,DRESSESS,PURPLE58,425000,,,Main Department,FAVANA 2884,PURPLE58,1,212500,1
MISS GLORIA 4955,DRESSESS,PURPLE58,420000,,,Main Department,MISS GLORIA 4955,PURPLE58,1,210000,1
DELAL 8028,DRESSESS,PURPLE48,450000,,,Main Department,DELAL 8028,PURPLE48,1,225000,1
KORDELIA 4894,DRESSESS,PURPLE38,430000,,,Main Department,KORDELIA 4894,PURPLE38,1,215000,1
PIYAMOR 6354,DRESSESS,PURPLE46,350000,,,Main Department,PIYAMOR 6354,PURPLE46,1,175000,1
ELISHA 3240,DRESSESS,PURPLE50,520000,,,Main Department,ELISHA 3240,PURPLE50,1,260000,1
PIYAMOR 6101,DRESSESS,PURPLE38,460000,,,Main Department,PIYAMOR 6101,PURPLE38,1,230000,1
NUDEM 5946,DRESSESS,PURPLE50,350000,,,Main Department,NUDEM 5946,PURPLE50,1,175000,1
PANSY 360,DRESSESS,PURPLE44,430000,,,Main Department,PANSY 360,PURPLE44,1,215000,1
DEKOLITE,DRESSESS,PURPLE44,600000,,,Main Department,DEKOLITE,PURPLE44,1,300000,1
ELISHA 3267,DRESSESS,PURPLE40,680000,,,Main Department,ELISHA 3267,PURPLE40,1,340000,1
ELISHA 3267,DRESSESS,PURPLE38,680000,,,Main Department,ELISHA 3267,PURPLE38,1,340000,1
ELISHA 3267,DRESSESS,PURPLE42,680000,,,Main Department,ELISHA 3267,PURPLE42,1,340000,1
FAVANA 2884,DRESSESS,PURPLE60,425000,,,Main Department,FAVANA 2884,PURPLE60,1,212500,1
FAVANA 2884,DRESSESS,PURPLE56,425000,,,Main Department,FAVANA 2884,PURPLE56,1,212500,1
KORDELIA 4894,DRESSESS,PURPLE40,430000,,,Main Department,KORDELIA 4894,PURPLE40,1,215000,1
KORDELIA 4894,DRESSESS,PURPLE42,430000,,,Main Department,KORDELIA 4894,PURPLE42,1,215000,1
PIYAMOR 6101,DRESSESS,PURPLE40,460000,,,Main Department,PIYAMOR 6101,PURPLE40,1,230000,1
PANSY 360,DRESSESS,PURPLE44,430000,,,Main Department,PANSY 360,PURPLE44,1,215000,1
DEKOLITE,DRESSESS,PURPLE48,600000,,,Main Department,DEKOLITE,PURPLE48,1,300000,1
DELAL 9606,DRESSESS,PURPLE48,330000,,,Main Department,DELAL 9606,PURPLE48,1,165000,1
FUMEE 0741,DRESSESS,PURPLE46,430000,,,Main Department,FUMEE 0741,PURPLE46,1,215000,1
FOR COSTUME 8817,DRESSESS,PURPLE38,580000,,,Main Department,FOR COSTUME 8817,PURPLE38,1,290000,1
MAXXE 5838,DRESSESS,PURPLE46,360000,,,Main Department,MAXXE 5838,PURPLE46,1,180000,1
POPLINE 3272,DRESSESS,PURPLE44,470000,,,Main Department,POPLINE 3272,PURPLE44,1,235000,1
POP LINE 100641,DRESSESS,PURPLE4,200000,,,Main Department,POP LINE 100641,PURPLE4,1,100000,1
IDEAL D05,DRESSESS,PURPLE12,890000,,,Main Department,IDEAL D05,PURPLE12,1,445000,1
FUMEE 0516,DRESSESS,BROWN48,430000,,,Main Department,FUMEE 0516,BROWN48,1,215000,1
MOREMUR 2074,DRESSESS,BROWN38,265000,,,Main Department,MOREMUR 2074,BROWN38,1,132500,1
MOREMUR 2074,DRESSESS,BROWN44,265000,,,Main Department,MOREMUR 2074,BROWN44,1,132500,1
MOREMUR 2074,DRESSESS,BROWN40,265000,,,Main Department,MOREMUR 2074,BROWN40,1,132500,1
LEGENDA 24230,DRESSESS,BROWN48,650000,,,Main Department,LEGENDA 24230,BROWN48,1,325000,1
KASNAK 4041,DRESSESS,BROWN46,475000,,,Main Department,KASNAK 4041,BROWN46,1,237500,1
KASNAK 4041,DRESSESS,BROWN44,475000,,,Main Department,KASNAK 4041,BROWN44,1,237500,1
SAGOZZA 7071,DRESSESS,BROWN38,370000,,,Main Department,SAGOZZA 7071,BROWN38,1,185000,1
LEONESSA 5214,DRESSESS,BROWN50,395000,,,Main Department,LEONESSA 5214,BROWN50,1,197500,1
LEONESSA 5214,DRESSESS,BROWN46,395000,,,Main Department,LEONESSA 5214,BROWN46,1,197500,1
ELIE HIRA 3031,DRESSESS,BLACK42,475000,,,Main Department,ELIE HIRA 3031,BLACK42,1,237500,1
ELIE HIRA 3031,DRESSESS,BLACK40,475000,,,Main Department,ELIE HIRA 3031,BLACK40,1,237500,1
FIGURE 1913,SHORT DRESS,BLACK42,195000,,,Main Department,FIGURE 1913,BLACK42,1,97500,1
ELISHA 3118,DRESSESS,BROWN44,395000,,,Main Department,ELISHA 3118,BROWN44,1,197500,1
ELISHA 3118,DRESSESS,BROWN48,395000,,,Main Department,ELISHA 3118,BROWN48,1,197500,1
ELISHA 3118,DRESSESS,BROWN50,395000,,,Main Department,ELISHA 3118,BROWN50,1,197500,1
BELLISSE 4993,DRESSESS,BROWN38,450000,,,Main Department,BELLISSE 4993,BROWN38,1,225000,1
BELLISSE 4993,DRESSESS,BROWN42,450000,,,Main Department,BELLISSE 4993,BROWN42,1,225000,1
FOR COSTUME 9516 38,DRESSESS,BROWN38,550000,,,Main Department,FOR COSTUME 9516 38,BROWN38,1,275000,1
FOR COSTUME 9516 40,DRESSESS,BROWN40,550000,,,Main Department,FOR COSTUME 9516 40,BROWN40,1,275000,1
MISS STELLA 3094,DRESSESS,BROWN38,400000,,,Main Department,MISS STELLA 3094,BROWN38,1,200000,1
MISS STELLA 3094,DRESSESS,BROWN52,400000,,,Main Department,MISS STELLA 3094,BROWN52,1,200000,1
MISS STELLA 3094,DRESSESS,BROWN46,400000,,,Main Department,MISS STELLA 3094,BROWN46,1,200000,1
LEGENDA 25547,DRESSESS,BROWN52,600000,,,Main Department,LEGENDA 25547,BROWN52,1,300000,1
LEGENDA 25547,DRESSESS,BROWN54,600000,,,Main Department,LEGENDA 25547,BROWN54,1,300000,1
LEGENDA 25547,DRESSESS,BROWN56,600000,,,Main Department,LEGENDA 25547,BROWN56,1,300000,1
LEONESSA 5258,DRESSESS,BROWN46,450000,,,Main Department,LEONESSA 5258,BROWN46,1,225000,1
LEONESSA 5258,DRESSESS,BROWN48,450000,,,Main Department,LEONESSA 5258,BROWN48,1,225000,1
LEONESSA 5258,DRESSESS,BROWN50,450000,,,Main Department,LEONESSA 5258,BROWN50,1,225000,1
GLAM FASHION 3003,DRESSES,BROWN40,265000,,,Main Department,GLAM FASHION 3003,BROWN40,1,132500,1
GLAM FASHION 3003,DRESSES,BROWN42,265000,,,Main Department,GLAM FASHION 3003,BROWN42,1,132500,1
GLAM FASHION 3003,DRESSES,BROWN38,265000,,,Main Department,GLAM FASHION 3003,BROWN38,1,132500,1
JOLIESSE 2025,2 PIECES,BROWN38,250000,,,Main Department,JOLIESSE 2025,BROWN38,1,125000,1
JOLIESSE 2025,2 PIECES,BROWN36,250000,,,Main Department,JOLIESSE 2025,BROWN36,1,125000,1
NERI BROWN DOT21594,DRESSESS,DOT2,250000,,,Main Department,NERI BROWN DOT21594,DOT2,1,125000,1
NERI BROWN DOT21594,DRESSESS,DOT3,250000,,,Main Department,NERI BROWN DOT21594,DOT3,1,125000,1
CU&MU 7103,SKIRTS,DARK BLUE48,50000,,,Main Department,CU&MU 7103,DARK BLUE48,1,25000,1
ANNA VERO 8451,2 PIECES,BROWN42,250000,,,Main Department,ANNA VERO 8451,BROWN42,1,125000,1
NESLY 8327 ,DRESSESS,BROWN44,330000,,,Main Department,NESLY 8327 ,BROWN44,1,165000,1
ANAVERO 8467,2 PIECES,BROWN46,250000,,,Main Department,ANAVERO 8467,BROWN46,1,125000,1
PASION LINE 20071B,2 PIECES,BROWN46,195000,,,Main Department,PASION LINE 20071B,BROWN46,1,97500,1
PASION LINE 20071B,2 PIECES,BROWN48,195000,,,Main Department,PASION LINE 20071B,BROWN48,1,97500,1
PASION LINE 20071B,2 PIECES,BROWN42,195000,,,Main Department,PASION LINE 20071B,BROWN42,1,97500,1
VITORIA 24710,2 PIECES,BROWN42,320000,,,Main Department,VITORIA 24710,BROWN42,1,160000,1
VITORIA 24710,2 PIECES,BROWN44,320000,,,Main Department,VITORIA 24710,BROWN44,1,160000,1
VITORIA 24710,2 PIECES,BROWN48,320000,,,Main Department,VITORIA 24710,BROWN48,1,160000,1
EXITLINE 4370,2 PIECES,BROWN48,195000,,,Main Department,EXITLINE 4370,BROWN48,1,97500,1
EXITLINE 4370,2 PIECES,BROWN42,195000,,,Main Department,EXITLINE 4370,BROWN42,1,97500,1
EXITLINE 4370,2 PIECES,BROWN46,195000,,,Main Department,EXITLINE 4370,BROWN46,1,97500,1
EXITLINE 4370,2 PIECES,BROWN44,195000,,,Main Department,EXITLINE 4370,BROWN44,1,97500,1
EXITLINE 4386,2PIECES,BROWN44,200000,,,Main Department,EXITLINE 4386,BROWN44,1,100000,1
